text,label_original,aspect,sarcasm
"What is supposed to be a simple generic mystery plot involving a dead philanthropist is, in fact, a head-ache inducing tale about a bunch of characters (the only big actor being Ginger Rogers, in a very early role) all trying to find the murderer among a small cast of residents in a posh apartment building. These characters range from utterly stupid to downright mean. As a cheap, low budget production, most of the action revolves around Rogers and her lead man (some guy, I don't care who he is 'cause he really sucked) talking about their various possibilities of solving the crime, while being constantly cut off by an absurd detective with his head in his butt. Honestly, I've never had a worse time watching an old b-rate movie of this type, and I've seen some real head-slappers.<br /><br />Oh, and the butler didn't do it, because there wasn't a butler. But pay attention to the guy who's closest to a butler. There ya go.<br /><br />--PolarisDiB",0,Plot/Story,Yes
"That's a problem I have with movies that come on television, when there is nothing else to watch. I somehow get sucked into really bad movies.<br /><br />But this one was fairly watchable. The concept of being the only ones left on Earth after a comet, then finding out zombies are around makes me laugh. And that's why I gave this movie a 2, instead of 1. The story was stupid...but in that way that makes you laugh (too stupid >funny).<br /><br />I think I only watched it because the guy from Star Trek was the lead. I was surprised to see him as a younger guy...and he was the only funny character anyway.",0,Plot/Story,No
"Recently shown on cable tv the movie opens with a disclaimer distancing itself from any co-operation of real life persons; that in itself is an eye catcher. Yet the script and acting from the main characters is superb and I found myself engrossed throughout.Due in no small way to the crisp, thoughtful and interesting dialogue.The film is about a meeting on one day between two real life musical ""legends"" who formerly composed together then seperated.The film captures the essence of their lives and philosophies, in a story which proffers an explanation for their initial ""split"". What is so impressive is that the actors give such seemingly realistic portrayals of the characters they play,faults and all, that this viewer at least was left believing I was witnessing a true event in almost every detail. The great skill of this play is that with astute writing and fine acting a movie basically about ""two of us"" talking can make an excellent picture. Worthy of at least an 8 out of 10.",1,Acting,No
"A great idea: 11 stories about 11 September. 11 directors from different countries with different results. Ken Loach talking about an immigrant (as usual) is just brilliant (as usual). The Frenchman does a very good job also, while the Burkina Faso film was a nice surprise. However, the Israel film was a bit boring, and the Mexican guy, well, he should quit directing and work in a Mexican restaurant. 8/10",1,Acting,No
"Dont let the MPAA fool you with their ""Rated R for extreme violence"" there is definatly no extreme violence in this boring peice of s*t. I expected some cheap rambo 3 type action that the trailer promised, however its just boring boring nonsense with tons of lame slow mo flashbacks that make no sense. AVOID!",0,Plot/Story,Yes
"I'm both amused and disgusted by the people who claim that this movie is so accurate about Vietnam, and WERE NEVER THERE. This movie is about as true about the whole Vietnam war as the Rodney King beating is true about ALL police officers. Yes, bad things do (and did) happen, but in general the people there are just like you and me. They have morals, they are not killing machines, they do not all do drugs. Atrocities were the exception in Vietnam, not the rule. They happened far more infrequently than the ""hype"" would lead you believe. Oliver Stone has a knack for making movies that show the Vietnam war as this brutal bloodbath, but are based as much in reality as Star Wars. If you honestly believe the stereotypes of Vietnam, do yourself a favour and learn the truth. Fact: the Viet Cong and NVA did far worse things to the South Vietnamese than ANY soldier in the US Armed Forces ever did. Fact: the soldiers in World War II treated the enemy far worse in general than the soldiers in Vietnam did, and they were WELCOMED when they came home. The fine Americans who served this country in Vietnam deserve our respect; though the war was badly fought from a political standpoint, no one could have asked for more from our soldiers, and it is a great disservice to assert that this kind of ""mostly true"" fiction is the way things really were there.",0,Plot/Story,Yes
"Anyone not aware of the 1973 original British Lion movie ' The Wicker Man' would,no doubt, have left the cinema with the impression 'Poor' and 'Peurile'.<br /><br />As a devotee of the original I left with the impression Purely Poor.<br /><br />From the grim reality of haggle toothed inbreds drawing the force of law and order into a web of paganistic barbaric ritual on a remote Scottish island, named Summerisle(the original) to a near Amazon-ic colony off the Maine coast of the US, named Summersisle, the remake hardly hits the spot.<br /><br />This is, quite sadly, a case of what 'could' have been a classic remake of a classic being tampered with to cater for a simple minded public. NOTHING MORE AND NOTHING LESS. <br /><br />Gentlemen (or given the reworked context of the film) Ladies involved ... hang your heads in shame.",0,Plot/Story,Yes
"This is a true ""80's movie"": Back then they made maybe 100 times more movies than nowadays, and that makes many of them quite interesting... It was a cultural phenomenon, that don't exist anymore. Nowadays maybe the same kind of people that would have made cheap ""straight-to-video""-movies in the eighties, are doing cheap porn. Porn seems to sell. Anyway, this is above the medium trash-movie level: It has good&fascinating story, and it's quite well made I think. In one scene you can even see the microphone swinging on the upper edge of the picture. Of course there are also little cameos by Ozzy and Gene Simmons, but they don't very much contribute to the film ""success"", although they are good in their small roles. The monster,heavy-singer ""Sammi Curr"", looks really terrible, especially when he's singing. One of the scariest monsters I've seen in horror flicks. I may have nightmares of him next night. Not recommended for intellectual movie lovers.",1,Plot/Story,No
"Having the opportunity to watch some of the filming in the Slavic Village-Broadway area I couldn't wait to see it's final copy.<br /><br />Viewing this film at the Cleveland Premier last Friday, I haven't laughed out loud at a comedy in a long time! It is great slapstick. The Russo Brothers did a fine job directing. The entire cast performs their best comedic acting... No slow or dry segments... George Clooney is one of my favorite actors and he's great as the crippled safe breaker in this flick. I was most imprest by William H. Macy as crook ""Riley"" and Michael Jeter's as ""Toto"" they keep you in ""stitches"". I believe they have the funniest roles in the entire movie.",1,Acting,No
"I am beginning to see a very consistent pattern form in the identity of 2007's films. If 2004 was the year of the biographies and 2005 was the year of the political films, 2007 can be identified as a year featuring a wide plethora of morality tales, films that portray, test, challenge and question human morality and the motives that drive us to do certain things. Although this identification is rather broad, I think that there are a handful of films released this year, such as 3:10 To Yuma, Eastern Promises, American Gangster, No Country for Old Men and others that specifically question and study human morals and the motives that drive us to acts such as violence or treachery. Before the Devil Knows You're Dead is a deviously stylish morality tale, and quite a dark, bleak and depressing one at that. And even better is the fact that it comes from one of the greatest classic directorial forces of our time, the legendary Sidney Lumet, who many have said has passed his prime but returns in full force with this viciously rich crime thriller.<br /><br />It's one of those films whose plots are so thick, that one is very reluctant to go into details. It is a movie that is best enjoyed if entered without any prior knowledge to the events about to unfold, as there are twists and turns. But the thick and richly wrought plot is not at all at the center of this film; the true focus is, as I mentioned, the morality tale; the motives that drive these two men to the actions they do in the film. In a plot structured like a combination between the filmographies of both The Coen Brothers (namely Blood Simple and Fargo) and Quentin Tarantino, we see two men driven under various shady circumstances to pull off a fairly simple crime that goes incredibly, ridiculously wrong, and reciprocates with full force and inevitable tragedy. And to make it all the more interesting, the film is told in a fragmented chronology that keeps back tracking and showing a series of events following a different character every time and always ending up where it left off the last time. Sizzling, sharp, thick and precariously depressing, Kelly Masterson's screenplay is surprisingly poignant and well rounded, in particular because it is a debut screenplay.<br /><br />But the film has much more going for it than just it's delectably sinister and quite depressing plot. First and foremost, the picture looks and feels outstandingly well. Sidney Lumet has, throughout his career, consistently employed an interesting style of cinematography and lighting: naturalistic and yet stylish at the same time. The film carries with it a distinctive air of style and class, with wonderful natural lighting that just looks really great. Editing is top-notch; combining the sizzling drama-thriller aspect with great long takes that really take their time to portray the action accordingly. And vivid, dynamic camera angles and movements further add to the style. The film is also backed by a fantastically succulent musical score by Carter Burwell.<br /><br />The screenplay does its part, and of course Lumet does his part, but at the film's dramatic center are three masterful actors who deliver incredibly good performances. First and foremost, there are the two leads. Leading the pack is Philip Seymour Hoffman, who has always been an excellent actor but has stumbled upon newfound leading-man status after his unnaturally fantastic Oscar-winning performance in Capote. His turn in this film is fascinating: severely flawed, broken, manic. Hoffman has some truly intense scenes in the film that really allow his full dramatic fury to come out, and not just his subtlety and wit. At his side is Ethan Hawke, who has delivered some fantastic performances in many films that are almost always overshadowed by greater, grander actors. Here, he bounces off Hoffman and complements him so incredibly well; in all, the dynamic acting between the two of them is just so utterly fantastic and convincing, the audience very quickly loses itself in the characters and forgets that it's watching actors. And then there's Albert Finney. Such a supple, opulent supporting role like the one he has requires a veteran professional and here Finney delivers his finest performance in many years as the tragically obsessed father to the two brothers who get caught up in the crime. I love how the dynamics between the three of them play out. I love how Hoffman is clearly the dominant brother and shamelessly picks on his younger brother even now that they're middle-aged men; and yet despite this, it is clear how Finney's father favours Hawke's younger, weaker brother. Also on the topic of the cast, the two supporting female characters  wives of the brothers  also feature fantastic performances from Amy Ryan and Marisa Tomei, whose looks just get better and better as the years go by.<br /><br />This film isn't revolutionary. These themes and this style have already been explored by the likes of The Coen Brothers, and it's very easy to imagine them directing this film. But for a film that treads familiar ground, it simply excels. Lumet employs his own immense directorial talent and employs his unique and very subtle sense of irony and style to Masterson's brilliantly vivid, intense, and morbidly depressing first-time screenplay. The lead performances are incredibly intense and the film features absolutely fantastic turns from Hoffman, Hawke and Finney; but the truly greatest wonder of the film is that three years after he won a Lifetime Achievement Oscar, much revered as the ultimate sign of retirement in the film business, Sidney Lumet proves that he still has the immense talent to deliver a truly wonderful, resonant, intense piece of cinema reminiscent of his golden years.",1,Plot/Story,No
"Well, Jesus of Montreal is basically an intelligent movie. The actors are indeed good and the technical side of the movie is okay. But, although I was very interested in the topic and like to think and discuss about religion (I am an atheist), it was hard to force myself to watch the movie to the bitter and in my opinion somehow unconsciously funny end. Why is this movie so incredibly boring? I don't know. It just is and so it is not recommendable.",0,Pacing,Yes
"Mr. Mike was probably the most misanthropic comedian of all time, so I was interested to see what he'd do with total creative control over a movie. Sadly, it is unwatchable, though not because the jokes aren't funny--some (I won't say most) of them are, and in fact Mr. Mike did a good job translating his mentally unbalanced screeds into visual gags. The trouble is that the technical quality (sets, lighting, sound, editing, you name it) is so God-awful, the movie is intolerable. Some outfit called ""PKO Productions"" gets the producing credit, but it doesn't look produced at all; it looks more like Mike stole one of the cameras from the SNL set and made the whole thing in an afternoon. I realize Mike's goal was to torture the audience, but even that deserves some basic standards, such as the ability to actually see, hear or comprehend whatever it is that's supposed to be shocking. Still, the DVD isn't a total waste: it includes a eulogy for O'Donoghue by Bill Murray and three ""Mr. Mike's Least Loved Bedtime Stories"" from SNL. Plus, the ""cat swimming"" section of the movie is a great scene to be caught watching if you want to freak someone out. 3/10",0,Visuals/Effects,Yes
"Despite what a lot of other people thought about the first movie, I really liked it. This one however. How to sum it up in one word?: This movie is (and here comes the word): CRAP!<br /><br />But let's look at it part by part: Here is the plot: Finally the old queen has been removed from her castle, but her successor: Snow white has problems of another sort: The Court-Jester, Father of her son, has gone astray, as the super, Spliss, goes to the extreme, to battle his gray hair and sells the royal offspring for some blond and full hair. In her desperation Snow white seeks the help of Bubi (Otto Walkees),who must first find his other six dwarf companions and then try to find the royal offspring or at least try to find the name of Rumpelstiltskin.<br /><br />The whole plot seems to have been written on a weekend, where the writers were very drunk but were just under pressure from the studio to write the screenplay. <br /><br />Yes, there are some good jokes. Even for fans of the first part, or for fans of any of the other actors, it's really not worth buying the the DVD. Believe me. <br /><br />The only thing, that at least kind of saves the movie from complete oblivion, are the performances of some of the actors. That's why I gave the move 3/10. Sadly, the script is so bad that none of the actors or all of them combined can make up for the bad story.<br /><br />For example, at one point, they even cross over in our reality, and sadly.. they don't do anything funny while being here. <br /><br />Still, a lot of great actors in this movie: Otto Waalkes, Ralf Schmitz, Martin Schneider, Nina Hagen, Cosma Shiva Hagen, (Especially funny): Rüdiger Hoffmann as the mirror, Helge Schneider and many more but sadly all these comedians aren't able to bring this really bad script to life. <br /><br />Maybe it is a treat for some hardcore fans but for regular movie goers or by now DVD Renters or buyers it's not worth the money. <br /><br />I even regret renting the movie.",0,Plot/Story,Yes
"I am really shocked that a great director like Chuck Jones started out making some of the most incredibly boring cartoons I've ever seen. I did not laugh once throughout this short, and it's a Bugs Bunny cartoon, for Christ's sake! Bugs Bunny cartoons are always funny, not boring! Alas, this short turns out to be Good Night Elmer (another incredibly boring Jones short) with the addition of Bugs Bunny.<br /><br />The first warning sign of a dull cartoon is always no gag payoff. Good Night Elmer was boring because it dragged on the same two gags forever with predictable payoff. This cartoon, on the other hand, is afflicted with the second warning sign of a dull cartoon: there's too much dialogue. The cartoon at least has more than two gags up its sleeve, but most of them seem longer than they are thanks to the immense padding of the dialogue. At one point, Elmer finishes eating dinner, and comments, ""That was weawwy awfuwwy good weg of wamb,"" possibly the most redundant dialogue I've ever heard in a cartoon (characters reading text out loud in the later-era Woody Woodpecker cartoons doesn't count in my book). Even though this cartoon is only 8 minutes long, it feels like 20 thanks to redundant dialogue like this.<br /><br />Elmer's Pet Rabbit was not a fun cartoon for me, but if you've sold your soul to Chuck Jones and are unable to acknowledge that he directed a few clunkers during his career, you might enjoy it.",0,Pacing,Yes
"I saW this film while at Birmingham Southern College in 1975, when it was shown in combination with the Red Balloon. Both films are similar in their dream-like quality. The bulk of the film entails a fish swimming happily in his bowl while his new owner, a little boy, is away at school. A cat enters the room where the fish and his bowl are, and begins to warily stalk his ""prey."" The boy begins his walk home from school, and the viewer wonders whether he will arrive in time to save his fish friend. The fish becomes agitated by the cat's presence, and finally jumps out of the bowl! The cat quickly walks over to the fish, gently picks him up with his paws, and returns him to his bowl. The boy returns happily to his fish, none the wiser.<br /><br />The ending is amazing in both its irony and its technical complexity. It is hard to imagine how the director could've pulled the technical feat back in 1959 -- it seems more a trick for 2003.<br /><br />If you can find it, watch it -- you won't be disappointed! And if you *do* find it, let me know so I can get a copy, too!",1,Plot/Story,No
"Director Ron Atkins is certifiably insane. This ultra-low budget film chronicles a few days in the life of one Harry Russo (John Giancaspro, who also co-wrote), a nut-job who receives a Rubberneck doll from his bitch girlfriend. He starts to take orders from the doll to take massive amounts of drugs, rape and kill, not always in that order. What starts off as being a balls-to-the-wall exploitation film, well stays like that, but it gets VERY repetitive VERY fast. I'm leaning more toward the certifiably insane. It IS hard to forget once seen though. Kinda like if Tom Green ever did a horror film.<br /><br />My Grade:F <br /><br />Eye Candy: Laurie Farwell gets fully nude; Jasmin Putnam shows tits and bush <br /><br />ANTI-eye candy: seeing John completely naked repeatedly",0,Plot/Story,Yes
"This is one of those movies that's trying to be moody and tense, and instead, ends up tripping all over itself. Having seen it at a queer film festival, I was intrigued by the ""young college threesome gone wrong"" write-up, however, over-all ended up quite disappointed.<br /><br />It's hard to critique a ""true story"" since there's not much that can be done about the plot - but I found this disjointed, melodramatic and wholly depressing. It's dark and almost sinister, painting a darn creepy flash of the seventies with imposing music and jerky close-ups. It just doesn't work - some scenes where so cheesy that instead of hushed awe, my audience was supressing snickers and rolling eyes.<br /><br />The story has an interesting premise, but this just spins downward into a dark, miserable spiral.",0,Plot/Story,Yes
"Like the characters in this show, I too was a teen during the 70s. The producers really nailed the whole zeitgeist, of being a suburban teenager in the 70s. The 70s fashions, cars, home furnishings, foods, and fads, are all very authentic in this show.<br /><br />The show boasts a very talented ensemble cast, who all mesh together very well on camera. I really like the unique, psychedelic-style film sequences. No other show does camera tricks like this. These cutting-edge film sequences, really help to convey the campy hipness, that characterized the 70s era.<br /><br />Overall this is a very funny sitcom. The one thing that bothers me about this show, is it's over-reliance on cruel humor, to generate laughs. In this way, I think that this show tries to be too much like Married With Children. While Married with Children is a great sitcom in its own right, it's tacky that the creators of That 70s show, keep trying to imitate it. <br /><br />I do recommend That 70s Show, mainly due to it's nostalgia factor. It could be an even better show though, if the writers relied more on witty dialog, rather than bawdy, tasteless jokes and pranks.",1,Plot/Story,No
"I really like this movie. I can watch it on a regular basis and not tire of it. I suppose that is one of my criteria for a great movie.<br /><br />The story is very interesting. It introduces us to 6 characters; each has a unique kung fu style that is very secret and very deadly. Each of these characters are trained by the same master but their identities are kept secret from each other. The dying master sends the 6th venom, his last student, to attempt to make right the wrongs that he suspects some of his students have committed.<br /><br />How will the last pupil find the other venoms? How will he know which of them is bad? The way these questions are answered is part of what makes this movie great.<br /><br />We also get to see the venoms fight each other in every combination. It is fun to see how their styles match up against each other.<br /><br />If you want to see if you like kung fu movies, this is a good movie to start with. It doesn't get any better than this.",1,Plot/Story,No
"Old movie buffs will know why I'd call this one ""The Man in the Grey Flannel Robe."" Most Bible-based movies are basically schlock- what might call forth smiles and giggles here is how Peck, tries to raise consciousness on a variety of psychological and social issues with the spear carrying Neanderthals all about him. As a Great Romance, it falls flat as unleavened bread. But there is something gripping about this movie. Of all the big Hollywood Bible pictures it most strikingly conveys the ambivalent attitude of the Average American towards belief in the Biblical God. Billy Sunday's thesis is duking it out with H.L. Mencken's antithesis all through the script. Who gets the better of it in the Heavenly Chorus-backed synthesis depends on your point of view. Other than that, D & B boasts a good performances by Peck ( especially in the closing repentance scene) and by Jayne Meadows as his bitter first wife Michol, vivid, moody atmosphere (good idea to set most action at dawn or night), and the rousing rendition of the Twenty-Third Psalm at the end.",1,Plot/Story,No
"Zombie Chronicles isn't something to shout about, it's obvious not a award winning movie but it is a entertaining B-movie directed by Brad Sykes who directed Camp Blood which was another entertaining low budget flick. The acting is bad like most cheaply made movies but that's what makes it more entertaining, the zombie make-up is cool and effective especially with the budget, the gore is also great and gross, the film is sort of like a zombie version of Tales from the Crypt since we get two tales about zombie encounters in the woods, the stories are fun and do leave you guessing especially the first tale. Zombie Chronicles is a lot better than some low budget zombie movies out there, if you love low budget B-movies or cheaply made zombie flicks then check out Zombie Chronicles.",1,Plot/Story,No
"In film, I feel as though it should be more than just art. I think it should be more than that, a way to tell a story on screen. This short from David Lynch tells a story but not much of one. I felt that it was funny but too bizarre to be a comedy. It is good film-making but there really isn't anything else to it. As I've said before, I am a huge David Lynch fan but I get frustrated by some of his work because I don't see a need for it at all. This is definitely my least favorite thing he has done so far but I know he's still got a ton of talent and I am excited to see what he has in store for us in the future. If you like Lynch, check this out but don't be surprised when you don't like it very much.",0,Plot/Story,No
"This could have been a rather entertaining film, but instead it ranks with other duds like Leeches and Rest In Pieces at the bottom of the cinematic food chain. Had they played this flick tongue-in-cheek, it could have been a very entertaining film, like Re-Animator or Dead ALive, but Juan Piquor Simon plays it tongue-in-cheek in spots but straight more often.<br /><br />The premise of this film is a small community that is besieged by mutated slugs. There is an abandoned toxic waste dump near a sewer line that mutates the slugs into aggressive, meat-eating monsters - albeit monsters that move slowly and can be squished under your boot. Health Inspector Michael Garfiled and two accomplices are the only people that seem willing to fight the slugs while the sheriff and mayor think they are crazy. The climax is a laugh riot - unintentional at that - which makes you scratch your head as to how stupid (actors and screenwriter) the scenario of destroying the slugs is.<br /><br />STORY: $$ (No new ground charted here. Simon seems to play the gore elements tongue-in-cheek but the dialogue is straight. Had Simon worked with a clever script - one with plenty of one-liners and eccentric characters, this could have been a cult film).<br /><br />VIOLENCE: $$$ (You won't be letdown here. We get plenty of exploding chest cavity scenes as well as a grand head explosion in the middle of a fine Italian restaurant. The blood and guts, that many horror film watchers enjoy, is in full swing here. You also get corpses of people who have been picked clean by the slugs and plenty of slug smashing scenes).<br /><br />ACTING: $ (Wow! Michael Garfield seems to know that this script is a stinker and he delivers his lines with a facial expression that suggests he knows how preposterous this film-making endeavor is. Kim Terry, as his wife, does an adequate job even though she does little beyond the hold-your-face-while-you-scream bit. The ""teenagers"" were all horrible actors - no exceptions. Man, this film could have used Bruce Dern or Jeffrey Combs!) <br /><br />NUDITY: $$ (Two teens get naughty in bed before they get dispatched - in a poorly done scene - by a horde of slugs that crawled into the girl's bedroom. Both male and female nudity here).",0,Plot/Story,Yes
i don't care if you'd like my comment or no but i think that you who write that the movie isn't good..you're so obsessed by the films of Hollywood that you can't see how good is this movie i'm not a fan of Jay Chou but i like his play and not only his... and may be you think that there is not a big sense in the idea and may be you think it's not so interesting but look deeply there is more than action in the movies more than love and passion and tears there is more than USA in the world and it's good :) really good. And it cost a lot to do it so please don't criticize the actors the directors cause you don't know how hard they work for you to be happy in this hour and a half watching them thank you :),1,Plot/Story,No
"This 1984 version of the Dickens' classic `A Christmas Carol,' directed by Clive Donner, stars George C. Scott as Ebenezer Scrooge. By this time around, the challenge for the filmmaker was to take such familiar material and make it seem fresh and new again; and, happily to say, with this film Donner not only met the challenge but surpassed any expectations anyone might have had for it. He tells the story with precision and an eye to detail, and extracts performances from his actors that are nothing less than superlative, especially Scott. One could argue that the definitive portrayal of Scrooge-- one of the best known characters in literary fiction, ever-- was created by Alastair Sim in the 1951 film; but I think with his performance here, Scott has now achieved that distinction. There is such a purity and honesty in his Scrooge that it becomes difficult to even consider anyone else in the role once you've seen Scott do it; simply put, he IS Scrooge. And what a tribute it is to such a gifted actor; to be able to take such a well known figure and make it so uniquely his own is quite miraculous. It is truly a joy to see an actor ply his trade so well, to be able to make a character so real, from every word he utters down to the finest expression of his face, and to make it all ring so true. It's a study in perfection.<br /><br />The other members of the cast are splendid as well, but then again they have to be in order to maintain the integrity of Scott's performance; and they do. Frank Finlay is the Ghost of Jacob Marley; a notable turn, though not as memorable, perhaps, as the one by Alec Guinness (as Marley) in the film, `Scrooge.' Angela Pleasence is a welcome visage as the Spirit of Christmas Past; Edward Woodward, grand and boisterous, and altogether convincing as the Spirit of Christmas Present; and Michael Carter, grim and menacing as the Spirit of Christmas Yet To Come.<br /><br />David Warner hits just the right mark with his Bob Cratchit, bringing a sincerity to the role that measures up well to the standard of quality set by Scott's Scrooge, and Susannah York fares just as well as Mrs. Cratchit. The real gem to be found here, though, is the performance of young Anthony Walters as Tiny Tim; it's heartfelt without ever becoming maudlin, and simply one of the best interpretations-- and the most real-- ever presented on film.<br /><br />The excellent supporting cast includes Roger Rees (Fred Holywell, and also the narrator of the film), Caroline Langrishe (Janet Holywell), Lucy Gutteridge (Belle), Michael Gough (Mr. Poole) and Joanne Whalley (Fan). A flawless presentation, this version of `A Christmas Carol' sets the standard against which all others must be gauged; no matter how many versions you may have seen, watching this one is like seeing it for the first time ever. And forever after, whenever you think of Scrooge, the image your mind will conjure up will be that of George C. Scott. A thoroughly entertaining and satisfying experience, this film demands a place in the annual schedule of the holiday festivities of every home. I rate this one 10/10.",1,Acting,No
"This early Adam Sandler film could be compared to his life as a comic during the same period in 1989. His character's constant acknowledgement of his hidden comic genius and frustration regarding humorous material seems to come more from Sandler than the script. The film is nothing compared to his blockbuster feature films, such as Big Daddy or even the corny Billy Maddison. Unfortunately, Sandler had not yet found a way to express himself in a consistent, successful and funny manner when this film was made, much like his character. The majority of the film's ""jokes"" come from Sandler having conversations with himself, usually over his unrecognised comic talent and beating himself up because he's too ugly and can't get women. The film is hard to watch too because it doesn't treat itself like a real film. Sandler talks to the camera and the viewers throughout the film, often referring to the film's low budget or questionable content. The film is ultimately awkward and embarrassing to watch. I immediately wanted to forget I even saw this film after it was over, for fear that if more found out about it, it would ruin Sandler's career. Pass this one up at the video store, I rented it for free and it was still a waste of time.",0,Acting,Yes
"One of John Ford's best films 'The Informer' doesn't feature any grand scenery of the American West. Instead the intense drama Ford was known for plays out on the no less rugged terrain of British character actor Victor McLaglen's face. The former prizefighter, who once faced Joe Louis in the ring, delivers an Academy Award-winning portrayal of disgraced IRA soldier Gypo Nolan on the worst night of his life.<br /><br />The plot is gracefully simple: In 1922 Dublin, a starving and humiliated man who's been thrown out of the IRA for being unable to kill an informant in cold blood, himself becomes an informant. For £20 he betrays a friend to ""the Tans"" and for the rest of the night he drinks and gives away his blood money in rapidly alternating spasms of guilt, denial, self-pity, and a desperate desire to escape the consequences of his actions. <br /><br />It is the remarkable complexity given to the character of the seemingly simple Gypo that is the film's most impressive achievement. In most movies a burly lout of Gypo's type would be cast as the heavy, he'd have at best two or three lines and be disposed of quickly so the hero and the villain could have their showdown. In 'The Informer' Gypo himself is both hero and villain, while the showdown is in his inner turmoil, every bit of which is explicitly shared with the audience.<br /><br />Because Liam O'Flaherty's novel had previously been filmed in 1929, RKO gave Ford a very modest budget. The director and his associates, particularly cinematographer Joseph H. August, turned this to their advantage in creating a claustrophobic masterpiece about a man at war with himself. In addition to McLaglen's Oscar 'The Informer' also won John Ford his first along with wins for Best Screenplay and Best Score.",1,Plot/Story,No
"Every once in a while in the wonderful world of horror,diamonds are crafted, and one becomes completely awestruck by its sheer brilliance. This is no less than a diamond!! This is a film brimful of eeriness,chilling anticipation, and dark atmosphere, and I think it's safe to say, one of my favourite horror films of all time! And of course it contains probably the single most, flat out scary sequence in the whole of history of horror! Every time I see the film, and it gets up to the point where you know the inevitably will happen, I try to remember exactly when I will be frightened out of my wits, but it never fails to happen; I never get it right, and I find myself as terrorized as the first time I saw it!! Now, it must be said, to scare a jaded horror fan like that, that is nothing short of pure perfection. Unlike the Americans, the Brits know their subtleties, they take pride in the art of acting, they do not need any special effect in order to convey atmosphere, they rely on the power of the potent story, and the creepiness(in this case)of suggestion and anticipation. Every single element is impeccable, from the set pieces, the acting, the story, to the menacing atmosphere. Pauline Moran surely could make the devil whimper, that's for sure!! As an end note, if you for some demented reason don't like this piece of insanity, then you honestly don't know what horror is all about, and frankly do not deserve to know it either. Thank you!",1,Plot/Story,No
"Well I watched this last night and the one thing that didn't make it completely terrible is that it was straight forward. There was no beating around the bush that this kid was the Anti-Christ. However the movie was just poorly written. For example, they never explained how they made the dentist incident an ""Accident"" or at the end how the cop just miraculously ended up at the house in time to save the kid without the police even being called yet. The death scenes were just really bad and not entertaining at all. The kid they chose to play the Anti-Christ was boring and they really could've picked a better kid. Just don't waste your time watching this.",0,Plot/Story,Yes
"Basic meaning of the story is a reality. Cruel true reality. Situations are very funny. You have to laugh when you see, how people can be stupid, obstinate and crazy. The best description will be, if you watch it on your own.",1,Plot/Story,No
"Still being of school age, and having to learn Shakespeare almost constantly for the last four years (which is very off-putting of any writer, no matter how good), I didn't really expect to enjoy this film when my English teacher put it on; I thought it'd be the typical English lesson movie: bad acting, awfully shot, badly edited and the dreaded awful old dialog, so, as you can tell, I was all but ready to go into a coma from the go. However, I watched and, much to my disturbance, found myself not only paying attention, but actually enjoying the movie too. This production of Hamlet is possibly one of the best drama movies I have seen in a long time- and it really brings to life what I expect Shakespeare wanted his plays to be like (well, with the difference that this is cinema) much better than my English teacher harking over the text ever possibly could. The story is good, the dialog seems to flow with an unexpected grace that is far from boring (though a little hard to keep up with if you aren't used to Shakespeare's language) and even the smallest parts are performed with a skill you wouldn't expect; mainly, perhaps, due to the staggering number of cameos this movie has. Brian Blessed and Charlton Heston are as great as you'd expect these two veterans to be, even in such small parts, but it is Robin Williams as Osric and Billy Crystal as the Gravedigger who really stand out, giving such minor parts an unexpected zest, as well as offering some comic relief amidst the tragedy.<br /><br />The main stars, of course, are also wonderful. Kenneth Branagh excels as Hamlet, bringing not only the confusion and pain required to the roll, but also a sort of sardonic air which plays beautifully in the comic scenes, making the movie as a whole much more watchable. The other major players are also good, but it is Kenneth Branagh who stands head and shoulders above the rest in the title role.<br /><br />The set pieces, too, are often quite stunning, giving a refreshing change to the danky old castle corridors we're used to seeing in Shakespeare productions, as well as a real sense of the country around them.<br /><br />Of course, the movie, taken as a movie in its own right, is not without faults, but no major ones (the pacing is the only real problem I can think of offhand, as well as the prose for anyone not used to, as I said, Shakesperean language) and, especially when compared to the sort of Shakespeare productions I'm used to seeing in class, it really is quite brilliant. It's even made me rethink my previous typical teenager stance on Shakespeare, that his plays are boring (I came to the conclusion it's not the plays that are boring, merely the teachers who recite them in class). If only they made all of his plays into movies such as this one, English students in schools everywhere might have a higher opinion of the Bard.<br /><br />Overall 7/10",1,Acting,No
